Year,Championship,Position,Name,Academy,Gender,Age Group,Belt Color,Weight Class,Weight
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Lillian Jane Marchand,Atos Jiu-Jitsu,Female,Adult,Purple,Open Class,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Luandra Barbosa Soares,Fratres Brazilian Jiu-Jitsu,Female,Adult,Purple,Open Class,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Yasmyn Castro,Nova União,Female,Adult,Brown,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Camila Caroline dos Santos Reis,Lótus Club,Female,Adult,Brown,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Erika Fernanda Jesus Machado,Vision,Female,Adult,Brown,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Melody M. Y. Wong,SF Empire Jiu-Jitsu,Female,Adult,Brown,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Thaynara Victoria Soares da Silva,DreamArt,Female,Adult,Brown,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Lauren Hanako Sognefest,Art of Jiu Jitsu,Female,Adult,Brown,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Beatriz Carolline Dias dos Santos,Cicero Costha Internacional,Female,Adult,Brown,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Esther Garwood,Carlson Gracie Team,Female,Adult,Brown,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Cassia Remesar,LEAD BJJ,Female,Adult,Brown,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Caroline Brunacio Vinhaes,GF Team,Female,Adult,Brown,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Anesa Cecilia R. Vanderlipe,Ares BJJ,Female,Adult,Brown,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Mona Maree Bailey,Carlson Gracie Team,Female,Adult,Brown,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Emily Pakulski,Unity Jiu-jitsu,Female,Adult,Brown,Light,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Valentina Lodi,Art of Jiu Jitsu,Female,Adult,Brown,Light,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Beatrice Jin,Kogaion Academy,Female,Adult,Brown,Light,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Maria Luisa Delahaye Amorim,GF Team,Female,Adult,Brown,Light,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Vitoria Gabriella Nogueira dos Reis,Castro Team,Female,Adult,Brown,Middle,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Gabrielle Czernik,Movement Art,Female,Adult,Brown,Middle,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Fernanda Pimental Araujo,Team Forsa,Female,Adult,Brown,Middle,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Leilani Suma Bernales,Outer Heaven,Female,Adult,Brown,Middle,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Maria Eduarda Nogueira Torres,Fratres Brazilian Jiu-Jitsu,Female,Adult,Brown,Medium-Heavy,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Giovanna Xavier Carneiro,Fratres Brazilian Jiu-Jitsu,Female,Adult,Brown,Medium-Heavy,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Jhenifer Barbosa dos Santos Canezin,Alliance,Female,Adult,Brown,Medium-Heavy,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Nia Blackman,CheckMat,Female,Adult,Brown,Medium-Heavy,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Anabel Lopez Beard,CheckMat International,Female,Adult,Brown,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Cleidiane Ferreira,Alliance,Female,Adult,Brown,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Amelia Lui,Royal Jiu-Jitsu,Female,Adult,Brown,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Letícia Teixeira dos Santos,Fratres Brazilian Jiu-Jitsu,Female,Adult,Brown,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Isabely Generoso da Silva Lemos,GF Team,Female,Adult,Brown,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Marina Carraro Penedo,Carranca Team,Female,Adult,Brown,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Adrianny Ilary da Costa Cruz,Vision,Female,Adult,Brown,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Vitoria Gabriella Nogueira dos Reis,Castro Team,Female,Adult,Brown,Open Class,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Isabely Generoso da Silva Lemos,GF Team,Female,Adult,Brown,Open Class,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Cassia Remesar,LEAD BJJ,Female,Adult,Brown,Open Class,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Marina Carraro Penedo,Carranca Team,Female,Adult,Brown,Open Class,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Mayssa Caldas Pereira Bastos,Art of Jiu Jitsu,Female,Adult,Black,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Jhenifer Diogenes de Aquino,Atos Jiu-Jitsu,Female,Adult,Black,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Ana Carolina Da Silva,Art of Jiu Jitsu,Female,Adult,Black,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Mariana Cabral Rolszt,Gracie Humaita South Bay,Female,Adult,Black,Rooster,107.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Thamires Diógenes de Aquino,GF Team,Female,Adult,Black,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Amanda Monteiro Canuto,GF Team,Female,Adult,Black,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Emily Rosalynn Nicholson,Art of Jiu Jitsu CM,Female,Adult,Black,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Jessica Caroline Coelho Dantas,Fratres Brazilian Jiu-Jitsu,Female,Adult,Black,Light-Feather,118.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Nathalie Wan Soares Veras Ribeiro,CheckMat,Female,Adult,Black,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Ana Cristina Araujo Rodrigues,DreamArt,Female,Adult,Black,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Larissa Campos Carvalho,Art of Jiu Jitsu,Female,Adult,Black,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Margot Ciccarelli,Art of Jiu Jitsu,Female,Adult,Black,Feather,129.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Luiza Monteiro Moura da Costa,Atos Jiu-Jitsu,Female,Adult,Black,Light,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Brianna Ste-Marie,Brazilian Top Team Int.,Female,Adult,Black,Light,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Jaine da Silva Fragoso,Atos JJ International,Female,Adult,Black,Light,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Stéphanie Caroline Delphine Faure,CheckMat,Female,Adult,Black,Light,141.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Andressa Mezari Cintra,Gracie Barra,Female,Adult,Black,Middle,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Larissa Martins dos Santos,DreamArt,Female,Adult,Black,Middle,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Ingridd Alves de Sousa,DreamArt,Female,Adult,Black,Middle,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Rebeca Ferreira de Lima,GF Team,Female,Adult,Black,Middle,152.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Thamara Ferreira Silva,Fratres Brazilian Jiu-Jitsu,Female,Adult,Black,Medium-Heavy,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Maria Carolina Barón Vicentini,Art of Jiu Jitsu,Female,Adult,Black,Medium-Heavy,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Amy Scot Campo,Zenith BJJ,Female,Adult,Black,Medium-Heavy,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Salla Mari Simola,Hilti BJJ Turku,Female,Adult,Black,Medium-Heavy,163.60
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Tamiris Fernanda da Silva,DreamArt,Female,Adult,Black,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Amanda Magda de Oliveira,Fratres Brazilian Jiu-Jitsu,Female,Adult,Black,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Larissa Dias de Almeida,R1NG BJJ,Female,Adult,Black,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Melissa Stricker Cueto,Alliance,Female,Adult,Black,Heavy,175.00
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Gabrieli Pessanha de Souza Marinho,Infight JJ,Female,Adult,Black,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Yara Soares do Nascimento,Fratres Brazilian Jiu-Jitsu,Female,Adult,Black,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Maryanna Santos Cardoso,CheckMat,Female,Adult,Black,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Mayara Monteiro Custódio,CheckMat,Female,Adult,Black,Super-Heavy,
2024,World IBJJF Jiu-Jitsu Championship 2024,1,Gabrieli Pessanha de Souza Marinho,Infight JJ,Female,Adult,Black,Open Class,
2024,World IBJJF Jiu-Jitsu Championship 2024,2,Yara Soares do Nascimento,Fratres Brazilian Jiu-Jitsu,Female,Adult,Black,Open Class,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Amy Scot Campo,Zenith BJJ,Female,Adult,Black,Open Class,
2024,World IBJJF Jiu-Jitsu Championship 2024,3,Maria Malyjasiak,Abmar Barbosa Association,Female,Adult,Black,Open Class,
